5.000000e-03 6.014294e+00 1.957121e+01 4.625317e+02 1.922635e+02
1.500000e-02 6.014294e+00 1.957121e+01 4.625317e+02 1.922635e+02
2.500000e-02 6.015347e+00 1.956936e+01 4.626468e+02 1.922777e+02
3.500000e-02 6.015347e+00 1.956936e+01 4.626468e+02 1.922777e+02
4.500000e-02 6.017774e+00 1.956510e+01 4.629126e+02 1.923105e+02
5.500000e-02 6.017774e+00 1.956510e+01 4.629126e+02 1.923105e+02
6.500000e-02 6.022024e+00 1.955761e+01 4.633795e+02 1.923687e+02
7.500000e-02 6.022024e+00 1.955761e+01 4.633795e+02 1.923687e+02
8.500000e-02 6.028710e+00 1.954580e+01 4.641172e+02 1.924613e+02
9.500000e-02 6.028710e+00 1.954580e+01 4.641172e+02 1.924613e+02
1.050000e-01 6.038664e+00 1.952813e+01 4.652215e+02 1.926012e+02
1.150000e-01 6.038664e+00 1.952813e+01 4.652215e+02 1.926012e+02
1.250000e-01 6.052994e+00 1.950257e+01 4.668216e+02 1.928061e+02
1.350000e-01 6.052994e+00 1.950257e+01 4.668216e+02 1.928061e+02
1.450000e-01 6.073149e+00 1.946643e+01 4.690902e+02 1.931001e+02
1.550000e-01 6.073149e+00 1.946643e+01 4.690902e+02 1.931001e+02
1.650000e-01 6.100992e+00 1.941622e+01 4.722545e+02 1.935155e+02
1.750000e-01 6.100992e+00 1.941622e+01 4.722545e+02 1.935155e+02
1.850000e-01 6.138865e+00 1.934752e+01 4.766083e+02 1.940946e+02
1.950000e-01 6.138865e+00 1.934752e+01 4.766083e+02 1.940946e+02
2.050000e-01 6.189650e+00 1.925487e+01 4.825247e+02 1.948918e+02
2.150000e-01 6.189650e+00 1.925487e+01 4.825247e+02 1.948918e+02
2.250000e-01 6.256782e+00 1.913181e+01 4.904666e+02 1.959740e+02
2.350000e-01 6.256782e+00 1.913181e+01 4.904666e+02 1.959740e+02
2.450000e-01 6.344226e+00 1.897099e+01 5.009919e+02 1.974204e+02
2.550000e-01 6.344226e+00 1.897099e+01 5.009919e+02 1.974204e+02
2.650000e-01 6.456363e+00 1.876460e+01 5.147488e+02 1.993184e+02
2.750000e-01 6.456363e+00 1.876460e+01 5.147488e+02 1.993184e+02
2.850000e-01 6.597778e+00 1.850507e+01 5.324560e+02 2.017558e+02
2.950000e-01 6.597778e+00 1.850507e+01 5.324560e+02 2.017558e+02
3.050000e-01 6.772943e+00 1.818604e+01 5.548603e+02 2.048077e+02
3.150000e-01 6.772943e+00 1.818604e+01 5.548603e+02 2.048077e+02
3.250000e-01 6.985791e+00 1.780357e+01 5.826696e+02 2.085195e+02
3.350000e-01 6.985791e+00 1.780357e+01 5.826696e+02 2.085195e+02
3.450000e-01 7.239245e+00 1.735729e+01 6.164633e+02 2.128893e+02
3.550000e-01 7.239245e+00 1.735729e+01 6.164633e+02 2.128893e+02
3.650000e-01 7.534763e+00 1.685125e+01 6.565888e+02 2.178532e+02
3.750000e-01 7.534763e+00 1.685125e+01 6.565888e+02 2.178532e+02
3.850000e-01 7.872002e+00 1.629410e+01 7.030644e+02 2.232800e+02
3.950000e-01 7.872002e+00 1.629410e+01 7.030644e+02 2.232800e+02
4.050000e-01 8.248688e+00 1.569845e+01 7.555106e+02 2.289790e+02
4.150000e-01 8.248688e+00 1.569845e+01 7.555106e+02 2.289790e+02
4.250000e-01 8.660736e+00 1.507958e+01 8.131316e+02 2.347178e+02
4.350000e-01 8.660736e+00 1.507958e+01 8.131316e+02 2.347178e+02
4.450000e-01 9.102623e+00 1.445376e+01 8.747550e+02 2.402480e+02
4.550000e-01 9.102623e+00 1.445376e+01 8.747550e+02 2.402480e+02
4.650000e-01 9.567929e+00 1.383648e+01 9.389252e+02 2.453314e+02
4.750000e-01 9.567929e+00 1.383648e+01 9.389252e+02 2.453314e+02
4.850000e-01 1.004995e+01 1.324110e+01 1.004030e+03 2.497600e+02
4.950000e-01 1.004995e+01 1.324110e+01 1.004030e+03 2.497600e+02
5.050000e-01 1.054222e+01 1.267791e+01 1.068431e+03 2.533694e+02
5.150000e-01 1.054222e+01 1.267791e+01 1.068431e+03 2.533694e+02
5.250000e-01 1.103898e+01 1.215384e+01 1.130582e+03 2.560433e+02
5.350000e-01 1.103898e+01 1.215384e+01 1.130582e+03 2.560433e+02
5.450000e-01 1.153529e+01 1.167243e+01 1.189108e+03 2.577108e+02
5.550000e-01 1.153529e+01 1.167243e+01 1.189108e+03 2.577108e+02
5.650000e-01 1.202710e+01 1.123423e+01 1.242838e+03 2.583413e+02
5.750000e-01 1.202710e+01 1.123423e+01 1.242838e+03 2.583413e+02
5.850000e-01 1.251098e+01 1.083724e+01 1.290813e+03 2.579361e+02
5.950000e-01 1.251098e+01 1.083724e+01 1.290813e+03 2.579361e+02
6.050000e-01 1.298384e+01 1.047739e+01 1.332248e+03 2.565205e+02
6.150000e-01 1.298384e+01 1.047739e+01 1.332248e+03 2.565205e+02
6.250000e-01 1.344248e+01 1.014901e+01 1.366484e+03 2.541355e+02
6.350000e-01 1.344248e+01 1.014901e+01 1.366484e+03 2.541355e+02
6.450000e-01 1.388314e+01 9.845222e+00 1.392934e+03 2.508319e+02
6.550000e-01 1.388314e+01 9.845222e+00 1.392934e+03 2.508319e+02
6.650000e-01 1.430106e+01 9.558179e+00 1.411023e+03 2.466641e+02
6.750000e-01 1.430106e+01 9.558179e+00 1.411023e+03 2.466641e+02
6.850000e-01 1.469008e+01 9.279326e+00 1.420153e+03 2.416857e+02
6.950000e-01 1.469008e+01 9.279326e+00 1.420153e+03 2.416857e+02
7.050000e-01 1.504236e+01 8.999537e+00 1.419673e+03 2.359459e+02
7.150000e-01 1.504236e+01 8.999537e+00 1.419673e+03 2.359459e+02
7.250000e-01 1.534820e+01 8.709247e+00 1.408882e+03 2.294865e+02
7.350000e-01 1.534820e+01 8.709247e+00 1.408882e+03 2.294865e+02
7.450000e-01 1.559616e+01 8.398568e+00 1.387062e+03 2.223402e+02
7.550000e-01 1.559616e+01 8.398568e+00 1.387062e+03 2.223402e+02
7.650000e-01 1.577333e+01 8.057439e+00 1.353539e+03 2.145298e+02
7.750000e-01 1.577333e+01 8.057439e+00 1.353539e+03 2.145298e+02
7.850000e-01 1.586601e+01 7.675856e+00 1.307795e+03 2.060687e+02
7.950000e-01 1.586601e+01 7.675856e+00 1.307795e+03 2.060687e+02
8.050000e-01 1.586084e+01 7.244259e+00 1.249608e+03 1.969643e+02
8.150000e-01 1.586084e+01 7.244259e+00 1.249608e+03 1.969643e+02
8.250000e-01 1.574640e+01 6.754178e+00 1.179243e+03 1.872243e+02
8.350000e-01 1.574640e+01 6.754178e+00 1.179243e+03 1.872243e+02
8.450000e-01 1.551534e+01 6.199323e+00 1.097673e+03 1.768691e+02
8.550000e-01 1.551534e+01 6.199323e+00 1.097673e+03 1.768691e+02
8.650000e-01 1.516709e+01 5.577355e+00 1.006816e+03 1.659540e+02
8.750000e-01 1.516709e+01 5.577355e+00 1.006816e+03 1.659540e+02
8.850000e-01 1.471093e+01 4.892655e+00 9.097562e+02 1.546055e+02
8.950000e-01 1.471093e+01 4.892655e+00 9.097562e+02 1.546055e+02
9.050000e-01 1.416922e+01 4.160460e+00 8.109165e+02 1.430772e+02
9.150000e-01 1.416922e+01 4.160460e+00 8.109165e+02 1.430772e+02
9.250000e-01 1.358045e+01 3.412492e+00 7.161010e+02 1.318257e+02
9.350000e-01 1.358045e+01 3.412492e+00 7.161010e+02 1.318257e+02
9.450000e-01 1.300158e+01 2.703506e+00 6.323756e+02 1.215959e+02
9.550000e-01 1.300158e+01 2.703506e+00 6.323756e+02 1.215959e+02
9.650000e-01 1.250959e+01 2.116453e+00 5.677682e+02 1.134666e+02
9.750000e-01 1.250959e+01 2.116453e+00 5.677682e+02 1.134666e+02
9.850000e-01 1.220257e+01 1.761370e+00 5.309036e+02 1.087688e+02
9.950000e-01 1.220257e+01 1.761370e+00 5.309036e+02 1.087688e+02
